500,11,0,10312014,235900,PR,2189.38,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,11,0,10312014,235900,PR,2091.05,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,11,0,10312014,235900,PR,2195.38,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,11,0,10312014,235900,PR,2264.38,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,11,0,10312014,235900,PR,1922,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,13,0,10312014,235900,PR,3623.98,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,13,0,10312014,235900,PR,3300.11,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,13,0,10312014,235900,PR,3623.98,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,13,0,10312014,235900,PR,3586.48,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,13,0,10312014,235900,PR,3175.33,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,22,0,10312014,235900,PR,22119.56,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,22,0,10312014,235900,PR,22205.84,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,22,0,10312014,235900,PR,21184.32,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,22,0,10312014,235900,PR,20260.44,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,22,0,10312014,235900,PR,20715.6,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,25,0,10312014,235900,PR,8470.61,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,25,0,10312014,235900,PR,6150.9,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,25,0,10312014,235900,PR,6657.11,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,25,0,10312014,235900,PR,6518.94,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,25,0,10312014,235900,PR,5603.26,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,28,0,10312014,235900,PR,11472.14,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,28,0,10312014,235900,PR,14281.87,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,28,0,10312014,235900,PR,14595.71,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,28,0,10312014,235900,PR,15031.75,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,28,0,10312014,235900,PR,14273.03,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,37,0,10312014,235900,PR,36066.35,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,37,0,10312014,235900,PR,34296.46,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,37,0,10312014,235900,PR,35308.09,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,37,0,10312014,235900,PR,36554.76,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,37,0,10312014,235900,PR,34852.83,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,125,0,10312014,235900,PR,7639.41,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,125,0,10312014,235900,PR,7898.04,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,125,0,10312014,235900,PR,8266.8,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,125,0,10312014,235900,PR,8639.23,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,125,0,10312014,235900,PR,7944.84,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,128,0,10312014,235900,PR,2575.55,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,128,0,10312014,235900,PR,2790.45,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,128,0,10312014,235900,PR,3188.78,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,128,0,10312014,235900,PR,3147.34,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,128,0,10312014,235900,PR,3173.85,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,137,0,10312014,235900,PR,5743.79,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,137,0,10312014,235900,PR,4989.91,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,137,0,10312014,235900,PR,6261.14,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,137,0,10312014,235900,PR,7389.59,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,137,0,10312014,235900,PR,7100.3,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,211,0,10312014,235900,PR,391,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,211,0,10312014,235900,PR,442,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,211,0,10312014,235900,PR,442,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,211,0,10312014,235900,PR,480.25,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,211,0,10312014,235900,PR,378.25,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,225,0,10312014,235900,PR,7482.34,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,225,0,10312014,235900,PR,7398.62,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,225,0,10312014,235900,PR,7606.26,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,225,0,10312014,235900,PR,8445.07,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,225,0,10312014,235900,PR,7520.92,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,228,0,10312014,235900,PR,3900.2,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,228,0,10312014,235900,PR,3934.25,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,228,0,10312014,235900,PR,3367.4,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,228,0,10312014,235900,PR,4284.5,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,228,0,10312014,235900,PR,3663.8,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,237,0,10312014,235900,PR,9475.72,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,237,0,10312014,235900,PR,10517.79,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,237,0,10312014,235900,PR,9872.19,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,237,0,10312014,235900,PR,10620.69,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
500,237,0,10312014,235900,PR,10017.54,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,0,0,10312014,235900,PR,6219.9,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,0,0,10312014,235900,PR,6068.07,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,0,0,10312014,235900,PR,5893.83,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,0,0,10312014,235900,PR,6286.82,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,0,0,10312014,235900,PR,5767.83,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,100,0,10312014,235900,PR,2195.9,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
501,100,0,10312014,235900,PR,1216.13,PAYROL,Payroll 10/01/2014-10/31/2014,PR                                               
